ligand_id,SMILES,BE_min,is_active
ASD01810001,O=C1CCc2cc3c(c4c5ccccc5n1c24)CCNC3,-9.851042734987306,1
M2R-decoy_9502,CC(C)[C@H](NC(=O)CCC(O)(CCc1ccccc1)C(=O)Nc1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,-9.845152308591906,0
M2R-decoy_7252,O=C(NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-],-9.835257864830218,0
M2R-decoy_3481,Cc1cccc(CNC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,-9.830868836733924,0
ASD01820061,O=C1c2ccccc2C(=O)N1CON=Cc1cc[n+](CCCC[n+]2ccc(C=NOCN3C(=O)c4ccccc4C3=O)cc2)cc1,-9.809908524596018,1
M2R-decoy_4794,CC(=O)Oc1ccc(/C=C/C(=O)NCCSc2nc(c3ccc(S(C)(=O)=O)cc3)n(c3ccc(F)cc3)n2)cc1OC(C)=O,-9.809677386095506,0
M2R-decoy_4370,COc1ccc(C(=O)/C=C/c2ccc(OCc3cn(CC(O)CN4C(=O)C(=O)c5cc(Cl)ccc54)nn3)cc2)cc1,-9.808282239101526,0
M2R-decoy_1664,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SCCc4cnccn4)ccc2c13,-9.803736960531818,0
M2R-decoy_6405,O=C(NCCCl)NC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CC4)cc3)c3c(Cl)cccc32)[C@H](O)[C@@H](O)[C@@H]1O,-9.791562105180208,0
M2R-decoy_5047,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(C)=O,-9.78908952267956,0
M2R-decoy_4897,CCCCn1ncn(c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-9.785599874225609,0
M2R-decoy_268,Cc1c(Cl)c(Cl)[n+]([O-])c2nc(O)c(O)nc12,-9.77911487978692,0
