ligand_id,SMILES,BE_avg,is_active
CCR2-decoy_468,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)Oc3ccc(Nc4ncnc5ccccc45)cc3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,-7.619046909647499,0
CCR2-decoy_130,Cc1cc(F)c(F)cc1c1ccc(OCc2cccc(CN3[C@H](C(=O)[O-])CCS3(=O)=O)c2)cc1,-7.6148469096474996,0
CCR2-decoy_176,O=C([O-])CC/C=C\C[C@@H]1CN(S(=O)(=O)c2cccc3cnccc23)C[C@H]1c1ccccc1O,-7.6148469096474996,0
CCR2-decoy_307,Cc1cncc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,-7.6114469096475,0
CCR2-decoy_310,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)COc1cccc2ccccc12)C(C)C)C(=O)N[C@@H](CO)C(=O)N(C)c1ccccn1,-7.610946909647501,0
CCR2-decoy_256,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH+]2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)c1,-7.608546909647499,0
CCR2-decoy_472,CCOc1nc2cccc(C(=O)OCOC(=O)C3CCCCC3)c2n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1,-7.606946909647499,0
CCR2-decoy_36,CC1(OC(=O)c2ccccc2)COC2=C(Cl)C(=O)C(=O)c3cccc1c32,-7.6062469096475,0
CCR2-decoy_137,Cc1cccc(N2CCN(C(=O)CN(/N=C/c3cccc(Cl)c3)C(=O)c3ccncc3)CC2)c1,-7.604846909647499,0
ASD10910011,O=C(NCc1c[nH]nn1)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1,-7.603946909647499,1
CCR2-decoy_414,Cc1ccc(/C=N/NC(=O)COc2ccc(N3CC4=C(CC(C)(C)CC4=O)N(c4ccc(Cl)cc4)C3)cc2)cc1,-7.5975469096475,0
CCR2-decoy_278,C=CCOC1C[C@H](OCc2ccccc2)C[C@@H](/C=C/c2c(C(C)C)nc(N(C)S(C)(=O)=O)nc2c2ccc(F)cc2)O1,-7.596246909647498,0
CCR2-decoy_341,CC[C@H](C)CNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)C(NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)S(=O)(=O)C(C)C,-7.588446909647499,0
CCR2-decoy_358,Cc1ccccc1OS(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)NO)cc1)=C2c1ccc(O)cc1,-7.588346909647498,0
ASD10910004,O=C(CCCn1ccnn1)C1=C(O)C(=O)N(c2ccc(Cl)cc2F)C1C1CCCCC1,-7.574446909647499,1
CCR2-decoy_352,CCCOC(=O)[C@H](Cc1ccccc1)NP(=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1,-7.5708469096475,0
CCR2-decoy_205,CCCCCCCc1cc(O[C@@H]2O[C@@H](C)[C@H](OC)[C@@H](OC(=O)c3ccc(C)[nH]3)[C@H]2O)c(C)c2oc(=O)c(C(=O)NS(=O)(=O)c3ccccc3)cc12,-7.568246909647501,0
CCR2-decoy_503,CC1=CCC[C@H]2[C@@]1(C)[C@@H](OC(=O)c1cccnc1)[C@H](OC(=O)C(C)C)[C@](C)(O)[C@]2(C)/C=C/C1=CC(=O)OC1,-7.568246909647501,0
CCR2-decoy_38,COC(=O)C1C([O-])=C(/C(C)=N/c2cccc3ccccc23)C(=O)CC1(C)C,-7.563746909647499,0
CCR2-decoy_337,COc1ccc(S(=O)(=O)N(Cc2ccc3c(c2)OCO3)[C@H](CCC(=O)NCc2ccc(c3ccccc3)cc2)C(=O)NO)cc1,-7.5547469096475,0
CCR2-decoy_477,COc1cc(/C=C2/SC(=O)NC2=O)ccc1OCc1nc2ccccc2c(=O)n1c1ccc(C(F)(F)F)cc1,-7.546346909647499,0
CCR2-decoy_206,Cc1cncc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)c1,-7.545946909647499,0
CCR2-decoy_455,COc1ccc(C(=O)OC2C(C(=O)OCc3ccccc3)=C(C)NC(C)=C2C(=O)OCc2ccccc2)cc1OC,-7.544146909647497,0
CCR2-decoy_314,CC(C)C(NC(=O)OCc1cnco1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,-7.5435469096475005,0
CCR2-decoy_332,CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)Cc1cccc2ccccc12,-7.540846909647501,0
CCR2-decoy_537,O=c1n(Cc2nc(c3ccccc3C(F)(F)F)no2)nc(c2ccc(Cl)cc2)n1C[C@H](O)C(F)(F)F,-7.536946909647499,0
CCR2-decoy_460,O=C(COc1ccc(Br)cc1Br)N1N=C(c2ccc([N+](=O)[O-])o2)CC1(O)c1ccccc1,-7.534546909647498,0
CCR2-decoy_432,COc1ccc(COc2ccc3c(C4=C(c5cn(C)c6ccc(Br)cc56)C(=O)NC4=O)coc3c2)cc1,-7.530846909647499,0
CCR2-decoy_120,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cccc(OC(C)(C)C(=O)[O-])c1,-7.529346909647498,0
CCR2-decoy_545,CCCCc1nc2ccc(C3CC(C(=O)OCC)=NO3)cc2c(=O)n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1,-7.528146909647498,0
CCR2-decoy_125,Cc1cccc(N2CCN(C(=O)CN(/N=C/c3ccccc3Cl)C(=O)c3ccncc3)CC2)c1,-7.527646909647499,0
CCR2-decoy_343,CCOC(=O)c1ccccc1NC(=O)CCC(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)[O-],-7.515746909647499,0
