ligand_id,SMILES,cluster00_BE,cluster01_BE,cluster02_BE,cluster03_BE,cluster04_BE,cluster05_BE,cluster06_BE,cluster07_BE,cluster08_BE,cluster09_BE,is_active
CCR2-decoy_727,CCc1nn(c2ccc(F)cc2)c2c1CCN(c1cccc(OC)c1)C2=O,-8.17336784809098,-4.128688864830854,-4.655564250286106,-2.787644358258216,-3.7000489878384784,-2.6904274733487377,-2.891584653498863,-3.73385026046906,-3.749382970748212,-0.2922146758500963,0
CCR2-decoy_352,CCCOC(=O)[C@H](Cc1ccccc1)NP(=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1,-8.14177816181695,-7.035404276070194,-5.622537331427006,-6.428702114425567,-6.481472916862108,-3.5699164163593977,-5.434475433978443,-3.784994009274509,-3.5556216670824528,-4.339867203697766,0
CCR2-decoy_407,O=C(Nc1ccccc1)/C(=C/[C@@H]1O[C@H](c2ccccc2)O[C@@H]2CO[C@@H](c3ccccc3)O[C@@H]12)C(=O)c1ccccc1,-8.13200916646002,-5.333279068795644,-4.969158119248416,-5.036825125737407,-4.499068099497878,-2.453521257621857,-4.088845172109883,-3.005618449113729,-4.366070641884122,-1.3635023117713967,0
CCR2-decoy_379,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1,-8.12338134529428,-6.765217581086184,-6.685338814173876,-6.982706164743396,-8.142768059509567,-4.654409021279108,-5.923861689556352,-4.883018419058329,-3.5120456792268726,-2.6792994890834567,0
CCR2-decoy_774,O=c1oc2ccc(F)cc2n1Cc1cccc(F)c1,-8.09679709406032,-7.220493775511704,-6.859277317934166,-6.250595980628706,-5.830190292032569,-5.107165796553577,-4.180767412051273,-6.517212354848979,-4.297773846321323,-5.034427711354077,0
CCR2-decoy_315,CCCCC(NC(=O)[C@@H](Cc1c(Br)[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)N1[C@@H](C)CCC[C@H]1C)C(=O)[O-],-8.09319439399386,-6.579231566544124,-7.260221392029416,-5.179348253264466,-4.340368974012948,-4.275962854295488,-5.069072353780683,-4.865474958399869,-3.621825181471783,-6.2456442523413465,0
CCR2-decoy_131,Cc1ccc(C(=O)OCC2OC(N3C=CSCC3=O)C[C@H]2OC(=O)c2ccc(C)cc2)cc1,-8.09294202381186,-6.483339602716784,-5.818711266290106,-5.165943505343815,-4.9086722519045285,-2.3405883924791877,-4.826508459440663,-5.319376604539579,-3.410885527955072,-3.868691955576266,0
CCR2-decoy_606,O=C1c2ccccc2C(=O)c2c(/C=C\N3CCCCC3)ccnc21,-8.08567270364332,-5.412247577469464,-5.039106243551855,-4.216069818102156,-2.6294289143717178,-4.878529702097397,-3.3723718108186027,-5.472181974345508,-3.666235212621702,-4.600808711793116,0
CCR2-decoy_62,O=c1ccn(COCCCS(=O)(=O)NC(c2ccc(F)cc2)c2ccc(F)cc2)c(=O)[nH]1,-8.08374689729565,-4.909333873240224,-5.2769791792136855,-6.355871744599577,-3.7756500841539378,-3.188947824202968,-4.799838711034053,-3.79804273520062,-2.3395398109218224,-3.2020613055427463,0
CCR2-decoy_302,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1,-8.07369709061785,-6.448921347210184,-5.540500445008946,-5.8282516673443965,-3.872130271684168,-3.9158813968011073,-4.696620979089633,-3.605359961905509,-4.290693659416382,-4.045590990431377,0
CCR2-decoy_298,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-])OCc1ccccc1,-8.07059777539207,-8.796321379736304,-7.717082396592895,-7.951912222041086,-7.005699384468308,-6.039164381369877,-5.862656701801432,-6.631779457279629,-5.218481903555412,-5.650957037540007,0
CCR2-decoy_130,Cc1cc(F)c(F)cc1c1ccc(OCc2cccc(CN3[C@H](C(=O)[O-])CCS3(=O)=O)c2)cc1,-8.06918026207945,-5.875048235705874,-5.574814035828306,-5.033981163946606,-3.305661466578658,-3.281848636308488,-1.0075361385175627,-2.126991520258519,-2.641776027910282,-2.2919681828430463,0
CCR2-decoy_623,CCC1=NN(c2ccc(F)cc2)C(=O)C1Oc1ccccc1,-8.03975038759369,-7.325419282059764,-6.447074525079186,-5.797893833224967,-5.227644404831678,-4.411346951162858,-4.731986752305483,-4.703189353304369,-3.052106767733762,-4.8483465416090255,0
CCR2-decoy_143,COc1ccc([C@@H]2SCC(=O)N2CCN2C(=O)CS[C@@H]2c2ccc(OC)c(F)c2)cc1F,-8.02545081278463,-6.051366771135174,-5.160493322047586,-4.368203676165315,-4.100612795735398,-2.7118265755749578,-2.8593839399449825,-2.585658004913339,-3.995182220288382,-2.5566647710295367,0
CCR2-decoy_586,O=C1CCCC1n1cc(c2ccc(F)cc2)nn1,-8.01613920804043,-6.227550924958264,-6.2001973630448655,-5.655264297427067,-4.340555116320188,-4.266706749898928,-4.342926293470823,-4.533273529718159,-2.8320014317587727,-4.145725682609877,0
